126,11.7,1
126,11.2,-1
120,12.1,-1
120,12.6,1
112,12.5,-1
139,12.99,-1
136,12.33,-1
134,11.81,-1
127,11.81,1
127,11.9,1
126,12,1
127,11.56,-1
127,11.3,-1
127,11.2,-1
132,13.76,1
108,12.42,-1
108,12.65,-1
107,12.65,-1
112,13.05,1
107,13.05,1
112,13,1
112,13.11,1
112,13.21,1
112,13.15,1
